run_id,text_id,model,metric_score_threshold,total_references,unmatched_references,total_predictions,unmatched_predictions,output
8,28,gpt-oss:20b,0.9,2,1,3,2,"1. If an error would occur during a request, the user should receive an error message stating what was the cause of the error.  
2. The error should also be logged in the PMS to notify the Administrator(s) of the occurred technical difficulties.  
3. The PMS web interface will comply with the W3C XHTML 1.0 Transitional standard."
8,29,gpt-oss:20b,0.9,4,0,4,0,"1. The user color palette tool will store a list of the users recent color searches.  
2. If the color sample matcher is loaded, the user color palette tool will also store recent uploaded images for matching.  
3. The user color matcher only associates this information with a single client based on a persistent client session.  
4. This user data will be removed from the server after 30 days."
8,30,gpt-oss:20b,0.9,2,0,2,0,"1. The administrative interface allows administrative users to update, add, and delete paint information.  
2. Administrative users are also able to add users."
8,31,gpt-oss:20b,0.9,2,0,2,0,"1. The color sample matcher allows the client user to upload images in a common format for matching.  
2. The color sample matcher will allow the user to graphically select with a hardware pointing device the color or blended color group they wish to use in a color search."
8,32,gpt-oss:20b,0.9,3,2,4,3,"1. This use case will be used when an actor needs to access the Water Use Tracking (WUT) System.  
2. The actor will request the browser to display the WUT System Startup Page.  
3. The information and features available to the actor will be controlled through the WUT System role-based security and WUT System Roles and their associated privileges.  
4. The WUT System will determine the actor's role and will determine the features available to the actor."
8,33,gpt-oss:20b,0.9,1,0,1,0,"1. Systems supporting OM must be able to exchange messages for confirmed, probable and suspect cases, and the other case classifications that are noted in the PHIN message implementation guide, with systems supporting surveillance, early event detection (EED), and other preparedness areas."
8,34,gpt-oss:20b,0.9,2,0,2,0,"1. Systems supporting OM must be able to accept data from other partner systems supporting OM.  
2. Systems supporting OM must be able to create and send messages for laboratory test requests."
8,35,gpt-oss:20b,0.9,1,0,3,2,"1. A verbal dialogue system (e.g. telephone) is essential for contacts between operation and maintenance personnel in the wind power plant and the control centre operator.  
2. Video communication may also facilitate the co-operation between field personnel and control centre personnel.  
3. Video may also be used for supervision of equipment."
8,36,gpt-oss:20b,0.9,3,1,4,2,"1. The communication system must assist the operators, users and other interested parties in performing their tasks by provision of services.  
2. The system must be flexible in supporting future requirements and future developments.  
3. The system must be open so that anyone who has authorisation can get information on anything from anywhere.  
4. The system shall be adapted to individual users and services provided accordingly by means of configurations, set‑ups etc."
8,37,gpt-oss:20b,0.9,3,0,4,1,"1. The communication system must assist the operators, users and other interested parties in performing their tasks by provision of services.  
2. The system must be flexible in supporting future requirements and future developments.  
3. The system must be open in the sense that anyone shall be able to get information on anything from anywhere, once they have authorisation to the system.  
4. The system shall be adapted to individual users and services provided accordingly by means of configurations, set‑ups etc."
8,38,gpt-oss:20b,0.9,3,1,3,1,"1. The product shall plot the data points in a scientifically correct manner.  
2. The grid axis should be labelled correctly according to the input from the data file.  
3. Data points should be coloured in accordance to the cluster number (contained in the data file)."
8,39,gpt-oss:20b,0.9,1,0,2,1,"1. The System must be able to export audit trails for specified cases (without affecting the audit trail stored by the System).  
2. This functionality can be used by external auditors who wish to examine or analyse system activity."
8,40,gpt-oss:20b,0.9,1,0,1,0,"1. The software will provide the UAV operator the necessary tools for computer related communications, mission tasking, mission planning, mission execution, data receipt, data processing, limited data exploitation, and data dissemination."
8,41,gpt-oss:20b,0.9,3,0,3,0,"1. Customers will be able to create accounts to store their customer profiles, configure contact information, view their purchase history, and confirm orders.  
2. Customers will be able to register, log in, and log out of their accounts.  
3. Customer profiles will also include payment information, such as the ability to store credit card information, and address information."
8,42,gpt-oss:20b,0.9,2,0,2,0,"1. Products will be stored in multi-tiered categories; a category can contain sub categories or products.  
2. The inventory management will allow for administrators to update the categories, the products placed in categories, and the specific product details."
8,43,gpt-oss:20b,0.9,3,0,3,0,"1. Customers will also be able to add products into the shopping cart.  
2. The shopping cart will clearly display the number of items in the cart, along with the total cost.  
3. The customer will also be able to add to or remove products from the shopping cart prior to checkout and order confirmation."
8,44,gpt-oss:20b,0.9,3,0,3,0,"1. Customers will be able to confirm the order after checkout.  
2. If the order is incorrect, the customer will be able to revise and update their order.  
3. The customer will then receive a confirmation email with the specific order details."
8,45,gpt-oss:20b,0.9,3,0,3,0,"1. A current temperature value that is received from an individual thermostat shall be compared to the valid temperature range values.  
2. If the current temperature value is strictly less than the lower value of the valid temperature range or if the received temperature value is strictly greater than the upper value of the valid temperature range, then the THEMAS system shall identify the current temperature value as an invalid temperature and shall output an invalid temperature status.  
3. Otherwise, the THEMAS system shall output a valid temperature status."
8,46,gpt-oss:20b,0.9,3,0,3,0,"1. When a request to turn on a heating or cooling unit is received, the system shall determine if the request can be honored.  
2. If the maximum number of heating or cooling units is already running, the request will be added to a LIFO queue.  
3. If the maximum number of heating or cooling units is not running, this process will generate a request to turn on the requested unit."
8,47,gpt-oss:20b,0.9,2,1,2,1,"1. this process shall generate the appropriate request to carry out that request.  
2. This request shall include the designation of the heating or cooling unit and a flag to indicate whether that unit is to be turned on or off."
8,48,gpt-oss:20b,0.9,6,0,6,0,"1. The user can modify the context of an entry he already has added.  
2. This can be done by selecting view/edit entry.  
3. In order for that to happen, the user must select an entry first.  
4. When he does this, the form he filled in when he created or last modified the entry open.  
5. Then the user can change the group, title, user name, password, URL, notes, expiration date and attachment file.  
6. His changes are saved by clicking OK."
8,49,gpt-oss:20b,0.9,2,0,2,0,"1. The user can delete an existing entry by selecting it and then by clicking delete entry.  
2. When this is done a message appears and informs the user that if he deletes the entry he will not be able to restore it back."
8,50,gpt-oss:20b,0.9,2,0,2,0,"1. User enters search term and starts search – system sends queries to the torrent websites in its database based on the search term.  
2. Results for this query will then be sent to the torrent tab in the program where they will display information such as website, seeds, peers, size, date posted and a link for the webpage."
8,51,gpt-oss:20b,0.9,2,0,2,0,"1. User sorts the search results by clicking once on a column header – system sorts all results by descending/ascending order.  
2. User clicks on next page button – system displays the next set of results for the search."
8,52,gpt-oss:20b,0.9,2,0,2,0,"1. System provides a single console with access to all configuration files.  
2. Read and write permission to individual configuration files can be assigned to users and groups."
8,53,gpt-oss:20b,0.9,5,0,5,0,"1. System allows creation and modification of loan rules that allow or disallow check-out of items, calculate loan periods, and determine renewal limits.  
2. Loan rules may evaluate patron type, current number of items checked out, current patron account balance, item type, item status, owning location code, check-out location code, and other criteria.  
3. Loan rules may prohibit patrons from checking out items with an unavailable status.  
4. Loan rules can access check-out location open/closed schedule in calculating due date.  
5. Loan rules also specify whether a specific criteria may be overridden by staff with specific privileges or roles."
8,54,gpt-oss:20b,0.9,2,0,2,0,"1. The system should generate message with two option 'Continue – Yes/No' while the user trying to create a new VSP with an existing name.  
2. If the user press Yes the system will allow the user to enter the same, if not the system wont allow the new entry to save."
8,55,gpt-oss:20b,0.9,3,0,3,0,"1. The system captures the thump impression available in each claim form, and needs to compare it with the same voucher numbers previous visits if available.  
2. If the thump impression are mismatching for the same patient (Client / Partner) on same voucher the system would automatically make a count on it.  
3. If the claim from same VSP having more than two times of Thump Impression mismatching, then the system should automatically produce a warning message and the same time the system should In-Activate the VSP."
8,56,gpt-oss:20b,0.9,1,0,1,0,"1. System administrators can create report templates that are available to front-line staff, and can be run as is or modified to the staff person's particular needs."
8,57,gpt-oss:20b,0.9,3,0,3,0,"1. The User shall be able to view the hyperlinks and descriptions listed.  
2. The User shall be able to choose a function by clicking the hyperlink.  
3. The system shall display the desired operational page for the user after clicking the hyperlink."
8,58,gpt-oss:20b,0.9,2,0,2,0,"1. Transferring to Full Supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.  
2. It shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a Full Supervision movement authority."
8,59,gpt-oss:20b,0.9,1,0,1,0,"1. If, as a result of an automatic transition, except for transitions to and from National Operation (STM), the responsibility for the driver increases, the ETCS shall seek an acknowledgement from the driver, whether the train is stationary or not."
8,60,gpt-oss:20b,0.9,3,0,3,0,"1. The ETCS trainborne equipment shall supervise the end of movement authority, if this information is available on-board.  
2. The target distance to be displayed on the DMI shall be based on the most restrictive braking curve.  
3. Together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires."
8,61,gpt-oss:20b,0.9,4,0,4,0,"1. The C2C infrastructure must interconnect several dissimilar traffic management systems.  
2. interfaces to the existing systems will be created.  
3. The data from these interfaces will communicate with the existing system in a system specific format.  
4. The data being deposited into the C2C infrastructure will be converted to a standard format (based on the ITS standards)."
8,62,gpt-oss:20b,0.9,7,0,7,0,"1. Enable agents to broadcast a message to all the agents within the same local network.  
2. Enable agents to multicast a message to all the agents within the same multicast address.  
3. Enable agents to unicast a message to other agents within organization.  
4. Allow agents to choose among unicast, multicast and broadcast communication.  
5. Allow agents to join and leave multicast group.  
6. Provide message encryption and decryption techniques for secured communication.  
7. Allow agents to choose to encrypt or not to encrypt message."
8,63,gpt-oss:20b,0.9,3,0,3,0,"1. A user with admin privileges shall be able to Add/Create a new user and associate the user with specified role(s) in the system.  
2. The system shall display an error message if the new user is found in the [system name] system.  
3. The system shall display an error message if the new user is not active in the Active Directory."
8,64,gpt-oss:20b,0.9,3,1,3,1,"1. All required fields as specified in the UIS must be marked with a red asterisk alerting the user to fill the required fields in.  
2. The user shall be able to save data after creating/adding a new user or cancel data to abort the process.  
3. The system shall clear up data if the user chooses to click the Cancel button in the midst of creating/adding a new user."
8,65,gpt-oss:20b,0.9,2,0,2,0,"1. The administrative interface allows administrative users to update, add, and delete paint information.  
2. Administrative users are also able to add users."
8,66,gpt-oss:20b,0.9,3,0,3,0,"1. The Search module of the CCTNS gives police personnel the ability to execute a basic or advanced search on cases.  
2. Using the search functionality, police personnel can search for a particular person, type of crime, modus operandi, property etc.  
3. It also gives the user the ability to customize the results view by criminal/accused or by cases."
8,67,gpt-oss:20b,0.9,1,0,1,0,1. The System must keep an unalterable audit trail capable of automatically capturing and storing information about:
8,68,gpt-oss:20b,0.9,4,0,4,0,"1. The functional architecture is composed of 4 major components based on SOA principles.  
2. Each of the components contains multiple services as defined by Service Definition.  
3. The core services, support layer and security and access control components can be deployed as standard components with necessary configuration changes.  
4. The customization layer can override and add to the core services based on the specific state requirements and can be plugged with the core services."
8,69,gpt-oss:20b,0.9,6,0,6,0,"1. The Digital Home programmable thermostat shall allow a user to monitor and control a home's temperature from any location, using a web ready computer, cell phone, or PDA.  
2. A DH user shall be able to read the temperature at a thermostat position.  
3. A DH user shall be able to set the thermostat temperatures to between $60^{\circ}F$ and $80^{\circ}F$, inclusive, at one degree increments.  
4. Up to eight thermostats shall be placed in rooms throughout the home.  
5. A thermostat unit shall communicate, through wireless signals, with the master control unit.  
6. The system shall support Fahrenheit and Celsius temperature values."
8,70,gpt-oss:20b,0.9,4,2,3,1,"1. 4.4.1.1 A DigitalHome system shall be able to manage up to fifty door and window contact sensors.  
2. 4.4.1.2 A DigitalHome system shall be able to activate both light and sound alarms: one sound alarm and one light alarm subsystem, with multiple lights.  
3. 4.4.2 When a security breach occurs and a contact sensor is set OPEN, the alarm system shall be activated."
8,71,gpt-oss:20b,0.9,4,0,4,0,"1. The Digital Home programmable Appliance Manager shall provide for management of a home's small appliances, including lighting units, by allowing a user to turn them on or off as desired.  
2. The Appliance Manager shall be able to manage up to one hundred 115 volt, 10 amp power switches.  
3. The system shall be able to provide information about the state of a power switch (OFF or ON), indicating the whether an appliance connected to the power switch is OFF or ON.  
4. The system shall be able to change the state of a power switch (OFF to ON, or ON to OFF), in turn changing the state of an appliance connected to the power switch."
8,72,gpt-oss:20b,0.9,4,1,4,1,"1. 4.6.1 DigitalHome Planner shall provide a user with the capability to direct the system to set various preset home parameters (temperature, humidity, security contacts, and on/off appliance/light status) for certain time periods.  
2. 4.6.2 DigitalHome provides a monthly planner.  
3. 4.6.2.1 For a given month and year, a user shall be able to create or modify a month plan that specifies for each day, for up to four daily time periods, the environmental parameter settings.  
4. 4.6.2.2 A user shall be able to override planned parameter values, through the DH website, or if available, through manual switches on household devices."
8,73,gpt-oss:20b,0.9,3,0,3,0,"1. The DH Gateway device shall provide communication with all the DigitalHome devices and shall connect with a broadband Internet connection.  
2. The Gateway shall contain an RF Module, which shall send and receive wireless communications between the Gateway and the other DigitalHome devices (sensors and controllers).  
3. The Gateway device shall operate up to a 1000-foot range for indoor transmission."
8,74,gpt-oss:20b,0.9,7,0,8,1,"1. All users of the system shall login using some form of unique identification.  
2. All login attempts shall be done in a secure manner.  
3. A system administrator shall have unrestricted access to all aspects of the system.  
4. Each user shall have a set of system access properties that defines the user privileges within the system.  
5. The administrator shall have the ability to create and add a new user to the system.  
6. The administrator shall have the ability to remove a user from the system.  
7. The administrator shall have the ability to edit a user system access properties.  
8. The administrator shall have the ability to block all access to the system for all users or selectively by user."
8,75,gpt-oss:20b,0.9,3,0,3,0,"1. The ability to attempt recovery from failure or hot-swapped hardware devices will be built into this system.  
2. Should a CMIB subsystem fail and not respond to reboot requests or other self-heal attempts, an alert notice will be issued.  
3. The CMIB subsystem will then be automatically restarted and configured back into the current operational environment."
8,76,gpt-oss:20b,0.9,1,0,1,0,"1. Any operation requiring the user to supply a file name shall allow the user either to select the files from a list derived from files in the currently open application or to key in a file name, a relative path name, or a complete path name."
8,77,gpt-oss:20b,0.9,2,0,2,0,"1. SE is the tool that assists the user in finding a specific item in the database.  
2. It can receive search criteria, find search criteria, and return the results of the search."
8,78,gpt-oss:20b,0.9,3,0,3,0,"1. When a user selects the File/Select menu item, the HATS-GUI shall provide the user with a list of files in the currently open application and allow the user to select a file.  
2. This file becomes the currently selected file.  
3. If no application is currently open, the HATS-GUI will prompt the user to select and open an application, then prompt the user to select a file."
8,79,gpt-oss:20b,0.9,7,0,7,0,"1. User selects one or more displayed nodes.  
2. A single node can be selected by a right mouse click on the node.  
3. A single node can be selected via the keyboard by moving the keyboard cursor to a node and pressing the enter key.  
4. The keyboard cursor is moved between nodes using the tab key.  
5. Several nodes can be selected by drawing a mouse box around the desired nodes.  
6. Several nodes can be selected by holding the shift key down and selecting individual displayed nodes.  
7. When a user selects a set of nodes using these operations (and the shift key is not held down), the previously selected set of nodes (if any) is unselected."
8,80,gpt-oss:20b,0.9,1,0,1,0,1. The IUFA application give the unauthorised user the possibility to use a web based interface that will available to use any time.
8,81,gpt-oss:20b,0.9,0,0,3,3,"1. Effectiveness should be evaluated in terms of cost, space requirements, longevity, and speed.  
2. This shall lead to the definition of a Gemini 8m Telescopes standard, used on all instruments.  
3. In general, operational overheads must be kept as low as possible, to maximize actual observing times."
8,82,gpt-oss:20b,0.9,0,0,3,3,"1. System documentation is library-specific and follows standard formats for technical documentation.  
2. Documentation is specific to the particular version of the software in use at library.  
3. Documentation is web-based, indexed, organized by function, and easily searchable."
8,83,gpt-oss:20b,0.9,0,0,4,4,"1. Quantitative maintenance requirements will be allocated to the system, subsystems, and each component.  
2. The requirements will be expressed as: A: Mean Time to Repair for each maintenance level.  
3. The requirements will be expressed as: B: Maximum Time to Repair for each maintenance level.  
4. The requirements will be expressed as: C: Preventative Maintenance hours per year."
8,84,gpt-oss:20b,0.9,0,0,1,1,1. All Gemini Software must be designed with human engineering requirements under consideration.
8,85,gpt-oss:20b,0.9,0,0,1,1,"1. CCTNS V1.0 functionality is designed to focus on delivering value to IOs, records room staff and citizens within the broad crime investigation area."
8,86,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,87,gpt-oss:20b,0.9,0,0,1,1,"1. Navigation should be designed to help users understand where they are, where they have been and where they can go next."
8,88,gpt-oss:20b,0.9,0,0,1,1,1. The quality of textual content with respect to spelling and grammar should be sufficient so as not to impede readability.
8,89,gpt-oss:20b,0.9,0,0,2,2,"1. twenty thousand vouchers will be sold.  
2. the VMU-system has the provision to upgrade to meet the additional market and projects needs."
8,90,gpt-oss:20b,0.9,0,0,1,1,1. this master will help understand and tack sales information.
8,91,gpt-oss:20b,0.9,0,0,2,2,"1. The EIRENE Functional Requirements Specification defines the requirements of a radio system satisfying the mobile communications needs of the European railways1.  
2. It encompasses ground-train voice and data communications, together with the groundbased mobile communications needs of trackside workers, station and depot staff and railway administrative and managerial personnel."
8,92,gpt-oss:20b,0.9,0,0,2,2,"1. to provide interoperability for trains and staff crossing national or other borders between systems  
2. to provide manufacturing economies of scale wherever practical"
8,93,gpt-oss:20b,0.9,0,0,1,1,1. It may be necessary to supplement this Functional Requirements Specification with special requirements for supporting the train control application.
8,94,gpt-oss:20b,0.9,0,0,1,1,"1. Compatibility is only tested and verified for Microsoft Internet Explorer version 6 and 7, Netscape Communicator Version 4 and 5."
8,95,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,96,gpt-oss:20b,0.9,0,0,2,2,"1. The system shall be easy to use.  
2. The system shall be easy to learn."
8,97,gpt-oss:20b,0.9,0,0,1,1,1. These requirements should be reviewed
8,98,gpt-oss:20b,0.9,0,0,1,1,1. Our development team must thoroughly investigate each website within our database each month.
8,99,gpt-oss:20b,0.9,0,0,1,1,1. The system we produce will stay within all the legal requirements on our behalf.
8,100,gpt-oss:20b,0.9,0,0,1,1,1. It will give the software more flexibility and allows for easy and simple usage.
8,101,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,102,gpt-oss:20b,0.9,0,0,4,4,"1. There are no installation-dependent requirements for the operation of the APAF data system.  
2. However, if any are identified, they shall be documented in the APAF Operations Procedures Document.  
3. The APAF data system will not impose hazards to personnel, property, or the environment.  
4. Therefore, there are no safety requirements of the APAF ground data system."
8,103,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,104,gpt-oss:20b,0.9,0,0,2,2,"1. The Real-time Grid Operators are trained at least annually for system restoration including the use of Black Start capable units.  
2. The training encompasses the integrated coordination of the following: NERC requirements, WECC requirements, E-501 System Restoration, E-501A Black Start Capable Units, Black Start Capability Plan, Simulations of full or partial system shutdowns and restoration."
8,105,gpt-oss:20b,0.9,0,0,3,3,"1. Hardware – complete and comprehensible hardware systems specifications and configuration information shall be readily available.  
2. software system and application code shall be well documented and written in a generally familiar language or languages (preferably not more than two).  
3. Software shall be written in a style that is easily readable and using practices that allow for minimal confusion."
8,106,gpt-oss:20b,0.9,0,0,2,2,"1. The application will only be in use for duration of the wide-installation of the software and hardware.  
2. Finding the nearest colors in the red‑green‑blue color space will always give acceptably similar colors to the given color for the purpose of color search."
8,107,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,108,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,109,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,110,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,111,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,112,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,113,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,114,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,115,gpt-oss:20b,0.9,0,0,3,3,"1. Denmark (Netarchive.dk) will contribute at the testing level, will use a copy of some of their data as test data.  
2. Norway (NL) - will contribute through testing and collaborating, based on their own plans to convert their web-archive to WARC (approximately 2,000,000,000 URLs).  
3. UK (BL) will contribute both at the requirement specification and testing stages of the project, possibly using their selective archive as test data."
8,116,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,117,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,118,gpt-oss:20b,0.9,0,0,1,1,1. apply their conventional business processes and security regimen to granting administrative access to the new system.
8,119,gpt-oss:20b,0.9,0,0,0,0,This text does not contain any functional requirement information.
8,120,gpt-oss:20b,0.9,0,0,1,1,1. this is a safe foundation for the product
9,1,gpt-oss:20b,0.9,3,1,3,1,"1. The first will be the general user that will be using our software to find their videos.  
2. They will only see the front end of the system.  
3. They will be able to edit which sites the system will search, depending on whether they think the site is safe, compatible with our software, the speed at which the site can be searched, and how useful the site is to us, i.e. how many results have come back from that site."
9,2,gpt-oss:20b,0.9,2,0,2,0,"1. The user will give a search-term that will search through a database of compatible torrent websites that are added by the development team.  
2. The results of this search will be displayed as web links in a tab on the programs main window."
9,3,gpt-oss:20b,0.9,3,0,3,0,"1. This feature will search a term the user enters, through a database of compatible video streaming websites that are added by the development team.  
2. The results will be displayed in a tab on the programs main window.  
3. This tab will be split horizontally into two sections, the top half for the video hosting sites and the bottom half for the video link sites."
9,4,gpt-oss:20b,0.9,2,0,3,1,"1. Systems supporting OM must have the capability to capture data about any animals involved in an OM investigation, including: type (dog, monkey, etc), age, gender, owners name and address, color, weight, and species.  
2. A Subject ID should also be collected for animals in an OM investigation.  
3. Animals involved in investigations may need to be tagged."
9,5,gpt-oss:20b,0.9,2,1,4,3,"1. All transaction screens to have drop down selection menus to minimize data entry errors.  
2. The main data entry screen on claims entry to have drop drown menu from patients profile selection to medicine cost to have drop down.  
3. Minimize the use of key board for any number entry to have a faster transaction data entry.  
4. The system will be easily trainable for the user with minimum computer skill with simple user step by step manual."
9,6,gpt-oss:20b,0.9,2,0,3,1,"1. Before the claim entry the user should check the form manually to understand whether any mandatory information is missed in the Claim or not.  
2. If yes, then the user should mark that Claim (Treatment Form) status as Rejected and send back to VSP.  
3. During the claim entry the system should capture the following information:"
9,7,gpt-oss:20b,0.9,1,1,2,2,"1. The VSP should submit the Claim (Treatment form) to the MISU Field office.  
2. The system will have the provision to capture the following details:"
9,8,gpt-oss:20b,0.9,1,0,2,1,"1. The voucher management system VMS is designed to atomize the process of Voucher Management Unit (VMU) to minimize the manual process to maximize the quality of the project to understand the progress and timely out come of the project to take necessary steps by the MSIU Admin team to plan for the future and to increase the quality of the STD voucher service.  
2. The system will also control the existence of fraud in claims and will help the service provider to reach their payments in time without delay."
9,9,gpt-oss:20b,0.9,1,0,2,1,"1. The system will capture the details of MSIU Salesman.
2. During every distribution transaction the user should select the name of the sales man listed from Team Master."
9,10,gpt-oss:20b,0.9,2,0,2,0,"1. System Initialization is entered when the system is powered up for the first time, or when a power-on reset exception is received by the software.  
2. The system transfers to the Normal Operation state after the FCP has been configured into a fault-tolerant computer and enables the timer interrupt."
9,11,gpt-oss:20b,0.9,3,0,3,0,"1. There is the ability to search in the database for usernames, groups, passwords, URLs, notes and titles.  
2. It is not necessary to write in the search field all characters.  
3. By writing just one character the database will present all data which contains it or are related with it."
9,12,gpt-oss:20b,0.9,5,1,5,1,"1. The password generator creates random passwords every time an entry is created.  
2. This password may contain letters (big and small) and numbers.  
3. The user can keep it or he can put his own in the field.  
4. The generation can be based on character sets, patterns or can be created according by rules.  
5. This feature can be disabled if user wants it by selecting 0 as password length in the password generator dialog."
9,13,gpt-oss:20b,0.9,3,2,4,3,"1. The Citizen Interface module of the CCTNS acts as a conduit for the information exchange between citizens and police units/personnel.  
2. Citizens can use it as a tool to get information or acknowledgements from police.  
3. The police in turn can use it to respond to citizens with very little turnaround time.  
4. It improves overall productivity by helping citizens and police to cut short the drudgery of large amounts of paperwork."
9,14,gpt-oss:20b,0.9,2,1,3,2,"1. The system will capture the master details of every distributor.  
2. Each distributor will have unique code and detailed descriptions such as name, address, locations and type of business.  
3. Following fields will be captured at this master."
9,15,gpt-oss:20b,0.9,3,1,3,1,"1. The system will check the duplicated ID for the distributors.  
2. The system can allow the duplicate names of the Distributor.  
3. On capture of any duplicate name the system will give a warning message."
9,16,gpt-oss:20b,0.9,1,0,2,1,"1. Customers will be able to create accounts to store their profiles, contact information, purchase history, and confirm orders.  
2. Security methods will ensure that customer accounts remain confidential and resistant to tampering."
9,17,gpt-oss:20b,0.9,1,1,1,1,1. The system will feature an API to allow customers to build custom plug-ins to be able to meet their needs.
9,18,gpt-oss:20b,0.9,1,0,2,1,"1. The interface will be presented to the customer in a web browser.  
2. The interface must remain consistent among various web browsers and be intuitive to the customer."
9,19,gpt-oss:20b,0.9,3,0,4,1,"1. The system reports function receives event data from the THEMAS system.  
2. This function is a database that stores all the events in the THEMAS system.  
3. This function is mainly for the use of the supervisor of the THEMAS system to maintain an efficient heating and cooling system.  
4. The only process that interacts with the system reports function is the generate event data process."
9,20,gpt-oss:20b,0.9,2,0,2,0,"1. The THEMAS system shall control the heating and cooling units that are defined as part of the THEMAS system.  
2. The system shall read this file and the definitions shall be derived from the initialization data in the file."
9,21,gpt-oss:20b,0.9,1,1,2,2,"1. connects the DFW TXDOT Traffic Management Centers (TMCs).  
2. implements a repository for traffic data and provides a mechanism to exchange device control information."
9,22,gpt-oss:20b,0.9,2,0,2,0,"1. The system shall log errors, warnings, and informational messages to an external log file on the application server.  
2. The system shall log an error message to the external data file when the user is directed to the [SYSTEM NAME] error page."
9,23,gpt-oss:20b,0.9,2,0,6,4,"1. Demonstrate at least every five years, through simulation or testing, that the unit can perform its intended functions as required by the WECC BCP.  
2. Submit documentation of the test results and analysis to the CAISO, WECC, or NERC upon any request.  
3. Within 24 hours of conducting a Black Start test, all Participants will notify the CAISO RT Dispatcher by phone indicating the success or failure of the test.  
4. Within 14 days of performing a Black Start test, all Participants will file a letter with the CAISO regarding the success or failure of the test.  
5. The Black Start unit must have the ability to maintain voltage within emergency voltage limits over a range of loading from no external load to full external load in accordance with NERC reliability standards.  
6. The Black Start unit must be equipped with governors that are capable of operating in an isochronous mode."
9,24,gpt-oss:20b,0.9,3,1,4,2,"1. The DigitalHome System must be highly reliable with no more than 1 failure per 10,000 hours of operation.  
2. The Digital Home System shall incorporate backup and recovery mechanisms.  
3. The DH System will backup all system data (configuration, default parameter settings, planning, and usage data) on a daily basis, with the backup time set by the DH Technician at system set up.  
4. The system recovery mechanism shall restore system data from the most recent backup."
9,25,gpt-oss:20b,0.9,2,1,5,4,"1. GOG must provide a way to be run from a command line or a shell script.  
2. GOG could be invoked from a command line and deployed as a jar file.  
3. GOG runs on LINUX, UNIX and MAC computers.  
4. GOG results are platform independent.  
5. GOG must be able to process one complete source processing on 2 CPU seconds."
9,26,gpt-oss:20b,0.9,2,0,2,0,"1. The HATS-GUI shall orchestrate the parsing of transformation language programs and target files.  
2. parsed versions of files can be saved."
9,27,gpt-oss:20b,0.9,2,0,3,1,"1. The product will be a web-based, interactive game.  
2. At the end of the game, students will be given feedback based on their game scores.  
3. The umbrella will be a web-based menu system allowing the user to choose between the games."
9,28,gpt-oss:20b,0.9,2,1,3,2,"1. If an error would occur during a request, the user should receive an error message stating what was the cause of the error.  
2. The error should also be logged in the PMS to notify the Administrator(s) of the occurred technical difficulties.  
3. The PMS web interface will comply with the W3C XHTML 1.0 Transitional standard [3]."
9,29,gpt-oss:20b,0.9,4,0,4,0,"1. The user color palette tool will store a list of the users recent color searches.  
2. If the color sample matcher is loaded, the user color palette tool will also store recent uploaded images for matching.  
3. The user color matcher only associates this information with a single client based on a persistent client session.  
4. This user data will be removed from the server after 30 days."
9,30,gpt-oss:20b,0.9,2,0,2,0,"1. The administrative interface allows administrative users to update, add, and delete paint information.  
2. Administrative users are also able to add users."
9,31,gpt-oss:20b,0.9,2,0,2,0,"1. The color sample matcher allows the client user to upload images in a common format for matching.  
2. The color sample matcher will allow the user to graphically select with a hardware pointing device the color or blended color group they wish to use in a color search."
9,32,gpt-oss:20b,0.9,3,0,3,0,"1. To access the WUT System, the actor will request the browser to display the WUT System Startup Page.  
2. The information and features available to the actor will be controlled through the WUT System role-based security and WUT System Roles and their associated privileges.  
3. When the actor initially requests access, the WUT System will determine the actor's role and this will, in turn, determine the features available to the actor."
9,33,gpt-oss:20b,0.9,1,0,1,0,"1. Systems supporting OM must be able to exchange messages for confirmed, probable and suspect cases, and the other case classifications that are noted in the PHIN message implementation guide, with systems supporting surveillance, early event detection (EED), and other preparedness areas."
